State,Education_Status,Gender,Age_group,target
Daman & Diu,Primary,Male,0-100+,yes
Daman & Diu,Middle,Male,0-100+,yes
Daman & Diu,Matriculate/Secondary,Male,0-100+,yes
Daman & Diu,Post Graduate and Above,Male,0-100+,no
Daman & Diu,Primary,Female,0-100+,yes
Daman & Diu,Diploma,Female,0-100+,no
Daman & Diu,Graduate,Female,0-100+,yes
Daman & Diu,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,no
Daman & Diu,Post Graduate and Above,Female,0-100+,no
Daman & Diu,Middle,Female,0-100+,yes
Daman & Diu,Matriculate/Secondary,Female,0-100+,yes
Daman & Diu,No Education,Female,0-100+,no
Daman & Diu,Middle,Male,0-100+,yes
Daman & Diu,Graduate,Male,0-100+,no
Daman & Diu,No Education,Male,0-100+,yes
Daman & Diu,Primary,Male,0-100+,yes
Daman & Diu,Post Graduate and Above,Male,0-100+,yes
Daman & Diu,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Daman & Diu,Diploma,Male,0-100+,yes
Daman & Diu,Matriculate/Secondary,Male,0-100+,yes
Daman & Diu,Primary,Female,0-100+,yes
Daman & Diu,No Education,Female,0-100+,yes
Daman & Diu,Middle,Female,0-100+,yes
Daman & Diu,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,no
Daman & Diu,Matriculate/Secondary,Female,0-100+,no
Daman & Diu,Graduate,Female,0-100+,no
Daman & Diu,Post Graduate and Above,Female,0-100+,no
Daman & Diu,Diploma,Female,0-100+,no
Daman & Diu,Middle,Male,0-100+,yes
Daman & Diu,Primary,Male,0-100+,yes
Daman & Diu,Post Graduate and Above,Male,0-100+,yes
Daman & Diu,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Daman & Diu,No Education,Male,0-100+,yes
Daman & Diu,Matriculate/Secondary,Male,0-100+,yes
Daman & Diu,Diploma,Male,0-100+,no
Daman & Diu,Graduate,Male,0-100+,no
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Delhi (Ut),No Education,Female,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Female,0-100+,yes
Delhi (Ut),Primary,Female,0-100+,yes
Delhi (Ut),Diploma,Female,0-100+,yes
Delhi (Ut),Post Graduate and Above,Female,0-100+,yes
Delhi (Ut),Middle,Female,0-100+,yes
Delhi (Ut),Graduate,Female,0-100+,yes
Delhi (Ut),No Education,Male,0-100+,yes
Delhi (Ut),Graduate,Male,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Delhi (Ut),Primary,Male,0-100+,yes
Delhi (Ut),Diploma,Male,0-100+,yes
Delhi (Ut),Middle,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Male,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Male,0-100+,yes
Delhi (Ut),Primary,Female,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Female,0-100+,yes
Delhi (Ut),Middle,Female,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Delhi (Ut),Diploma,Female,0-100+,no
Delhi (Ut),Graduate,Female,0-100+,yes
Delhi (Ut),No Education,Female,0-100+,yes
Delhi (Ut),Post Graduate and Above,Female,0-100+,yes
Delhi (Ut),Middle,Male,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Delhi (Ut),Graduate,Male,0-100+,yes
Delhi (Ut),Diploma,Male,0-100+,yes
Delhi (Ut),Primary,Male,0-100+,yes
Delhi (Ut),No Education,Male,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Female,0-100+,no
Delhi (Ut),Middle,Female,0-100+,yes
Delhi (Ut),Graduate,Female,0-100+,yes
Delhi (Ut),Primary,Female,0-100+,yes
Delhi (Ut),Diploma,Female,0-100+,yes
Delhi (Ut),No Education,Female,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Female,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Delhi (Ut),Diploma,Male,0-100+,yes
Delhi (Ut),Primary,Male,0-100+,yes
Delhi (Ut),No Education,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Male,0-100+,yes
Delhi (Ut),Graduate,Male,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Male,0-100+,yes
Delhi (Ut),Middle,Male,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Delhi (Ut),Graduate,Female,0-100+,yes
Delhi (Ut),Post Graduate and Above,Female,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Female,0-100+,yes
Delhi (Ut),Middle,Female,0-100+,yes
Delhi (Ut),No Education,Female,0-100+,yes
Delhi (Ut),Diploma,Female,0-100+,yes
Delhi (Ut),Primary,Female,0-100+,yes
Delhi (Ut),Primary,Male,0-100+,yes
Delhi (Ut),Graduate,Male,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Male,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Delhi (Ut),Middle,Male,0-100+,yes
Delhi (Ut),No Education,Male,0-100+,yes
Delhi (Ut),Diploma,Male,0-100+,yes
Delhi (Ut),No Education,Female,0-100+,yes
Delhi (Ut),Post Graduate and Above,Female,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Female,0-100+,yes
Delhi (Ut),Graduate,Female,0-100+,yes
Delhi (Ut),Middle,Female,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Delhi (Ut),Diploma,Female,0-100+,yes
Delhi (Ut),Primary,Female,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Male,0-100+,yes
Delhi (Ut),Middle,Male,0-100+,yes
Delhi (Ut),Graduate,Male,0-100+,yes
Delhi (Ut),Diploma,Male,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Delhi (Ut),No Education,Male,0-100+,yes
Delhi (Ut),Primary,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Male,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Delhi (Ut),Diploma,Female,0-100+,yes
Delhi (Ut),Graduate,Female,0-100+,yes
Delhi (Ut),Post Graduate and Above,Female,0-100+,yes
Delhi (Ut),Primary,Female,0-100+,yes
Delhi (Ut),Middle,Female,0-100+,yes
Delhi (Ut),No Education,Female,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Female,0-100+,yes
Delhi (Ut),Primary,Male,0-100+,yes
Delhi (Ut),Diploma,Male,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Male,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Delhi (Ut),No Education,Male,0-100+,yes
Delhi (Ut),Graduate,Male,0-100+,yes
Delhi (Ut),Middle,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Female,0-100+,yes
Delhi (Ut),Middle,Female,0-100+,yes
Delhi (Ut),Graduate,Female,0-100+,yes
Delhi (Ut),Diploma,Female,0-100+,yes
Delhi (Ut),Primary,Female,0-100+,yes
Delhi (Ut),No Education,Female,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Female,0-100+,yes
Delhi (Ut),Diploma,Male,0-100+,yes
Delhi (Ut),No Education,Male,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Male,0-100+,yes
Delhi (Ut),Primary,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Male,0-100+,no
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Delhi (Ut),Middle,Male,0-100+,yes
Delhi (Ut),Graduate,Male,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Female,0-100+,yes
Delhi (Ut),Primary,Female,0-100+,yes
Delhi (Ut),No Education,Female,0-100+,yes
Delhi (Ut),Graduate,Female,0-100+,yes
Delhi (Ut),Diploma,Female,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Delhi (Ut),Middle,Female,0-100+,yes
Delhi (Ut),Post Graduate and Above,Female,0-100+,yes
Delhi (Ut),Diploma,Male,0-100+,yes
Delhi (Ut),No Education,Male,0-100+,yes
Delhi (Ut),Graduate,Male,0-100+,yes
Delhi (Ut),Primary,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Male,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Male,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Delhi (Ut),Middle,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Female,0-100+,no
Delhi (Ut),Diploma,Female,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Delhi (Ut),Primary,Female,0-100+,yes
Delhi (Ut),No Education,Female,0-100+,yes
Delhi (Ut),Middle,Female,0-100+,yes
Delhi (Ut),Graduate,Female,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Female,0-100+,yes
Delhi (Ut),No Education,Male,0-100+,yes
Delhi (Ut),Primary,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Male,0-100+,yes
Delhi (Ut),Middle,Male,0-100+,yes
Delhi (Ut),Graduate,Male,0-100+,yes
Delhi (Ut),Diploma,Male,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Male,0-100+,yes
Delhi (Ut),No Education,Female,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Female,0-100+,yes
Delhi (Ut),Diploma,Female,0-100+,yes
Delhi (Ut),Post Graduate and Above,Female,0-100+,yes
Delhi (Ut),Primary,Female,0-100+,yes
Delhi (Ut),Graduate,Female,0-100+,yes
Delhi (Ut),Middle,Female,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Delhi (Ut),Middle,Male,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Male,0-100+,yes
Delhi (Ut),Diploma,Male,0-100+,yes
Delhi (Ut),No Education,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Male,0-100+,yes
Delhi (Ut),Primary,Male,0-100+,yes
Delhi (Ut),Graduate,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Female,0-100+,yes
Delhi (Ut),Graduate,Female,0-100+,yes
Delhi (Ut),Diploma,Female,0-100+,yes
Delhi (Ut),No Education,Female,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Female,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Delhi (Ut),Middle,Female,0-100+,yes
Delhi (Ut),Primary,Female,0-100+,yes
Delhi (Ut),No Education,Male,0-100+,yes
Delhi (Ut),Diploma,Male,0-100+,yes
Delhi (Ut),Graduate,Male,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Male,0-100+,yes
Delhi (Ut),Primary,Male,0-100+,yes
Delhi (Ut),Middle,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Male,0-100+,yes
Delhi (Ut),Middle,Female,0-100+,yes
Delhi (Ut),Primary,Female,0-100+,yes
Delhi (Ut),Diploma,Female,0-100+,yes
Delhi (Ut),Graduate,Female,0-100+,yes
Delhi (Ut),No Education,Female,0-100+,yes
Delhi (Ut),Post Graduate and Above,Female,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Female,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Delhi (Ut),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Delhi (Ut),Matriculate/Secondary,Male,0-100+,yes
Delhi (Ut),Middle,Male,0-100+,yes
Delhi (Ut),Diploma,Male,0-100+,yes
Delhi (Ut),Post Graduate and Above,Male,0-100+,yes
Delhi (Ut),Graduate,Male,0-100+,yes
Delhi (Ut),Primary,Male,0-100+,yes
Delhi (Ut),No Education,Male,0-100+,yes
Goa,Diploma,Female,0-100+,no
Goa,Middle,Female,0-100+,yes
Goa,No Education,Female,0-100+,yes
Goa,Graduate,Female,0-100+,no
Goa,Primary,Female,0-100+,yes
Goa,Post Graduate and Above,Female,0-100+,no
Goa,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Goa,Matriculate/Secondary,Female,0-100+,yes
Goa,Graduate,Male,0-100+,no
Goa,Post Graduate and Above,Male,0-100+,no
Goa,Matriculate/Secondary,Male,0-100+,yes
Goa,No Education,Male,0-100+,yes
Goa,Primary,Male,0-100+,yes
Goa,Diploma,Male,0-100+,no
Goa,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Goa,Middle,Male,0-100+,yes
Goa,Post Graduate and Above,Female,0-100+,no
Goa,Matriculate/Secondary,Female,0-100+,yes
Goa,Primary,Female,0-100+,yes
Goa,Graduate,Female,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Goa,No Education,Female,0-100+,yes
Goa,Middle,Female,0-100+,yes
Goa,Diploma,Female,0-100+,yes
Goa,Post Graduate and Above,Male,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Goa,Diploma,Male,0-100+,yes
Goa,Graduate,Male,0-100+,yes
Goa,Primary,Male,0-100+,yes
Goa,Middle,Male,0-100+,yes
Goa,No Education,Male,0-100+,yes
Goa,Matriculate/Secondary,Male,0-100+,yes
Goa,Post Graduate and Above,Female,0-100+,yes
Goa,No Education,Female,0-100+,yes
Goa,Graduate,Female,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Goa,Middle,Female,0-100+,yes
Goa,Primary,Female,0-100+,yes
Goa,Matriculate/Secondary,Female,0-100+,yes
Goa,Diploma,Female,0-100+,no
Goa,Middle,Male,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Goa,Primary,Male,0-100+,yes
Goa,Matriculate/Secondary,Male,0-100+,yes
Goa,Graduate,Male,0-100+,yes
Goa,Post Graduate and Above,Male,0-100+,yes
Goa,No Education,Male,0-100+,yes
Goa,Diploma,Male,0-100+,yes
Goa,Diploma,Female,0-100+,no
Goa,Primary,Female,0-100+,yes
Goa,Post Graduate and Above,Female,0-100+,yes
Goa,No Education,Female,0-100+,yes
Goa,Graduate,Female,0-100+,yes
Goa,Matriculate/Secondary,Female,0-100+,yes
Goa,Middle,Female,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Goa,Primary,Male,0-100+,yes
Goa,Graduate,Male,0-100+,yes
Goa,Matriculate/Secondary,Male,0-100+,yes
Goa,Middle,Male,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Goa,Diploma,Male,0-100+,no
Goa,No Education,Male,0-100+,yes
Goa,Post Graduate and Above,Male,0-100+,yes
Goa,Middle,Female,0-100+,yes
Goa,Post Graduate and Above,Female,0-100+,no
Goa,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Goa,No Education,Female,0-100+,yes
Goa,Primary,Female,0-100+,yes
Goa,Diploma,Female,0-100+,no
Goa,Graduate,Female,0-100+,yes
Goa,Matriculate/Secondary,Female,0-100+,yes
Goa,Diploma,Male,0-100+,yes
Goa,Graduate,Male,0-100+,yes
Goa,Primary,Male,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Goa,Matriculate/Secondary,Male,0-100+,yes
Goa,No Education,Male,0-100+,yes
Goa,Middle,Male,0-100+,yes
Goa,Post Graduate and Above,Male,0-100+,yes
Goa,No Education,Female,0-100+,yes
Goa,Matriculate/Secondary,Female,0-100+,yes
Goa,Post Graduate and Above,Female,0-100+,no
Goa,Graduate,Female,0-100+,yes
Goa,Diploma,Female,0-100+,no
Goa,Middle,Female,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Goa,Primary,Female,0-100+,yes
Goa,Diploma,Male,0-100+,no
Goa,Primary,Male,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Goa,Middle,Male,0-100+,yes
Goa,No Education,Male,0-100+,yes
Goa,Graduate,Male,0-100+,yes
Goa,Matriculate/Secondary,Male,0-100+,yes
Goa,Post Graduate and Above,Male,0-100+,no
Goa,Diploma,Female,0-100+,no
Goa,Primary,Female,0-100+,yes
Goa,Post Graduate and Above,Female,0-100+,no
Goa,Matriculate/Secondary,Female,0-100+,yes
Goa,Middle,Female,0-100+,yes
Goa,Graduate,Female,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Goa,No Education,Female,0-100+,yes
Goa,Primary,Male,0-100+,yes
Goa,Post Graduate and Above,Male,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Goa,Middle,Male,0-100+,yes
Goa,Diploma,Male,0-100+,yes
Goa,No Education,Male,0-100+,yes
Goa,Graduate,Male,0-100+,yes
Goa,Matriculate/Secondary,Male,0-100+,yes
Goa,Graduate,Female,0-100+,yes
Goa,Post Graduate and Above,Female,0-100+,no
Goa,Primary,Female,0-100+,yes
Goa,Middle,Female,0-100+,yes
Goa,No Education,Female,0-100+,yes
Goa,Diploma,Female,0-100+,yes
Goa,Matriculate/Secondary,Female,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Goa,Primary,Male,0-100+,yes
Goa,Diploma,Male,0-100+,yes
Goa,No Education,Male,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Goa,Post Graduate and Above,Male,0-100+,yes
Goa,Matriculate/Secondary,Male,0-100+,yes
Goa,Graduate,Male,0-100+,yes
Goa,Middle,Male,0-100+,yes
Goa,No Education,Female,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Goa,Diploma,Female,0-100+,no
Goa,Middle,Female,0-100+,yes
Goa,Graduate,Female,0-100+,yes
Goa,Primary,Female,0-100+,yes
Goa,Matriculate/Secondary,Female,0-100+,yes
Goa,Post Graduate and Above,Female,0-100+,yes
Goa,Primary,Male,0-100+,yes
Goa,Graduate,Male,0-100+,yes
Goa,Middle,Male,0-100+,yes
Goa,Post Graduate and Above,Male,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Goa,No Education,Male,0-100+,yes
Goa,Matriculate/Secondary,Male,0-100+,yes
Goa,Diploma,Male,0-100+,yes
Goa,Middle,Female,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Goa,Post Graduate and Above,Female,0-100+,no
Goa,Matriculate/Secondary,Female,0-100+,yes
Goa,Diploma,Female,0-100+,no
Goa,Graduate,Female,0-100+,yes
Goa,Primary,Female,0-100+,yes
Goa,No Education,Female,0-100+,yes
Goa,Middle,Male,0-100+,yes
Goa,Post Graduate and Above,Male,0-100+,yes
Goa,Matriculate/Secondary,Male,0-100+,yes
Goa,Primary,Male,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Goa,Diploma,Male,0-100+,yes
Goa,Graduate,Male,0-100+,yes
Goa,No Education,Male,0-100+,yes
Goa,No Education,Female,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Goa,Middle,Female,0-100+,yes
Goa,Post Graduate and Above,Female,0-100+,yes
Goa,Diploma,Female,0-100+,no
Goa,Graduate,Female,0-100+,yes
Goa,Matriculate/Secondary,Female,0-100+,yes
Goa,Primary,Female,0-100+,yes
Goa,No Education,Male,0-100+,yes
Goa,Post Graduate and Above,Male,0-100+,no
Goa,Matriculate/Secondary,Male,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Goa,Primary,Male,0-100+,yes
Goa,Diploma,Male,0-100+,no
Goa,Middle,Male,0-100+,yes
Goa,Graduate,Male,0-100+,yes
Goa,Middle,Female,0-100+,yes
Goa,Graduate,Female,0-100+,yes
Goa,No Education,Female,0-100+,yes
Goa,Diploma,Female,0-100+,yes
Goa,Post Graduate and Above,Female,0-100+,no
Goa,Primary,Female,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Goa,Matriculate/Secondary,Female,0-100+,yes
Goa,Middle,Male,0-100+,yes
Goa,Post Graduate and Above,Male,0-100+,yes
Goa,Primary,Male,0-100+,yes
Goa,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Goa,No Education,Male,0-100+,yes
Goa,Matriculate/Secondary,Male,0-100+,yes
Goa,Graduate,Male,0-100+,yes
Goa,Diploma,Male,0-100+,yes
Gujarat,Middle,Female,0-100+,yes
Gujarat,Graduate,Female,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Gujarat,Matriculate/Secondary,Female,0-100+,yes
Gujarat,Primary,Female,0-100+,yes
Gujarat,Diploma,Female,0-100+,yes
Gujarat,Post Graduate and Above,Female,0-100+,no
Gujarat,No Education,Female,0-100+,yes
Gujarat,No Education,Male,0-100+,yes
Gujarat,Primary,Male,0-100+,yes
Gujarat,Graduate,Male,0-100+,yes
Gujarat,Middle,Male,0-100+,yes
Gujarat,Post Graduate and Above,Male,0-100+,yes
Gujarat,Diploma,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Male,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Female,0-100+,yes
Gujarat,Primary,Female,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Gujarat,No Education,Female,0-100+,yes
Gujarat,Middle,Female,0-100+,yes
Gujarat,Post Graduate and Above,Female,0-100+,yes
Gujarat,Diploma,Female,0-100+,yes
Gujarat,Graduate,Female,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Male,0-100+,yes
Gujarat,Graduate,Male,0-100+,yes
Gujarat,Primary,Male,0-100+,yes
Gujarat,Post Graduate and Above,Male,0-100+,yes
Gujarat,Diploma,Male,0-100+,yes
Gujarat,No Education,Male,0-100+,yes
Gujarat,Middle,Male,0-100+,yes
Gujarat,Post Graduate and Above,Female,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Gujarat,Primary,Female,0-100+,yes
Gujarat,Matriculate/Secondary,Female,0-100+,yes
Gujarat,No Education,Female,0-100+,yes
Gujarat,Middle,Female,0-100+,yes
Gujarat,Diploma,Female,0-100+,yes
Gujarat,Graduate,Female,0-100+,yes
Gujarat,Primary,Male,0-100+,yes
Gujarat,Middle,Male,0-100+,yes
Gujarat,Diploma,Male,0-100+,yes
Gujarat,Graduate,Male,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Gujarat,No Education,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Male,0-100+,yes
Gujarat,Post Graduate and Above,Male,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Gujarat,Diploma,Female,0-100+,yes
Gujarat,Primary,Female,0-100+,yes
Gujarat,Middle,Female,0-100+,yes
Gujarat,No Education,Female,0-100+,yes
Gujarat,Graduate,Female,0-100+,yes
Gujarat,Post Graduate and Above,Female,0-100+,yes
Gujarat,Matriculate/Secondary,Female,0-100+,yes
Gujarat,No Education,Male,0-100+,yes
Gujarat,Diploma,Male,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Gujarat,Middle,Male,0-100+,yes
Gujarat,Graduate,Male,0-100+,yes
Gujarat,Primary,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Male,0-100+,yes
Gujarat,Post Graduate and Above,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Female,0-100+,yes
Gujarat,Post Graduate and Above,Female,0-100+,yes
Gujarat,Primary,Female,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Gujarat,Diploma,Female,0-100+,yes
Gujarat,Graduate,Female,0-100+,yes
Gujarat,Middle,Female,0-100+,yes
Gujarat,No Education,Female,0-100+,yes
Gujarat,No Education,Male,0-100+,yes
Gujarat,Diploma,Male,0-100+,yes
Gujarat,Post Graduate and Above,Male,0-100+,yes
Gujarat,Primary,Male,0-100+,yes
Gujarat,Graduate,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Male,0-100+,yes
Gujarat,Middle,Male,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Gujarat,Diploma,Female,0-100+,yes
Gujarat,Matriculate/Secondary,Female,0-100+,yes
Gujarat,No Education,Female,0-100+,yes
Gujarat,Graduate,Female,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Gujarat,Middle,Female,0-100+,yes
Gujarat,Primary,Female,0-100+,yes
Gujarat,Post Graduate and Above,Female,0-100+,yes
Gujarat,Diploma,Male,0-100+,yes
Gujarat,Graduate,Male,0-100+,yes
Gujarat,Post Graduate and Above,Male,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Gujarat,No Education,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Male,0-100+,yes
Gujarat,Primary,Male,0-100+,yes
Gujarat,Middle,Male,0-100+,yes
Gujarat,Primary,Female,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Gujarat,Middle,Female,0-100+,yes
Gujarat,Post Graduate and Above,Female,0-100+,no
Gujarat,Graduate,Female,0-100+,yes
Gujarat,No Education,Female,0-100+,yes
Gujarat,Diploma,Female,0-100+,yes
Gujarat,Matriculate/Secondary,Female,0-100+,yes
Gujarat,Diploma,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Male,0-100+,yes
Gujarat,No Education,Male,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Gujarat,Graduate,Male,0-100+,yes
Gujarat,Middle,Male,0-100+,yes
Gujarat,Primary,Male,0-100+,yes
Gujarat,Post Graduate and Above,Male,0-100+,yes
Gujarat,Post Graduate and Above,Female,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Gujarat,Primary,Female,0-100+,yes
Gujarat,Matriculate/Secondary,Female,0-100+,yes
Gujarat,No Education,Female,0-100+,yes
Gujarat,Diploma,Female,0-100+,yes
Gujarat,Middle,Female,0-100+,yes
Gujarat,Graduate,Female,0-100+,yes
Gujarat,Middle,Male,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Gujarat,Post Graduate and Above,Male,0-100+,yes
Gujarat,Primary,Male,0-100+,yes
Gujarat,Diploma,Male,0-100+,yes
