State,Social_Status,Gender,Age_group,target
Bihar,Seperated,Male,0-100+,yes
Bihar,Married,Male,0-100+,yes
Bihar,Never Married,Male,0-100+,yes
Bihar,Widowed/Widower,Male,0-100+,yes
Bihar,Divorcee,Male,0-100+,no
Bihar,Never Married,Female,0-100+,yes
Bihar,Seperated,Female,0-100+,yes
Bihar,Widowed/Widower,Female,0-100+,yes
Bihar,Divorcee,Female,0-100+,no
Bihar,Married,Female,0-100+,yes
Bihar,Divorcee,Male,0-100+,no
Bihar,Seperated,Male,0-100+,yes
Bihar,Never Married,Male,0-100+,yes
Bihar,Married,Male,0-100+,yes
Bihar,Widowed/Widower,Male,0-100+,yes
Chandigarh,Divorcee,Female,0-100+,no
Chandigarh,Seperated,Female,0-100+,no
Chandigarh,Widowed/Widower,Female,0-100+,no
Chandigarh,Married,Female,0-100+,yes
Chandigarh,Never Married,Female,0-100+,yes
Chandigarh,Divorcee,Male,0-100+,no
Chandigarh,Seperated,Male,0-100+,no
Chandigarh,Married,Male,0-100+,yes
Chandigarh,Never Married,Male,0-100+,yes
Chandigarh,Widowed/Widower,Male,0-100+,no
Chandigarh,Widowed/Widower,Female,0-100+,no
Chandigarh,Divorcee,Female,0-100+,no
Chandigarh,Married,Female,0-100+,yes
Chandigarh,Never Married,Female,0-100+,yes
Chandigarh,Seperated,Female,0-100+,no
Chandigarh,Never Married,Male,0-100+,yes
Chandigarh,Widowed/Widower,Male,0-100+,no
Chandigarh,Divorcee,Male,0-100+,no
Chandigarh,Seperated,Male,0-100+,no
Chandigarh,Married,Male,0-100+,yes
Chandigarh,Married,Female,0-100+,yes
Chandigarh,Widowed/Widower,Female,0-100+,no
Chandigarh,Divorcee,Female,0-100+,no
Chandigarh,Seperated,Female,0-100+,no
Chandigarh,Never Married,Female,0-100+,yes
Chandigarh,Divorcee,Male,0-100+,no
Chandigarh,Seperated,Male,0-100+,no
Chandigarh,Widowed/Widower,Male,0-100+,no
Chandigarh,Never Married,Male,0-100+,yes
Chandigarh,Married,Male,0-100+,yes
Chandigarh,Divorcee,Female,0-100+,no
Chandigarh,Seperated,Female,0-100+,no
Chandigarh,Married,Female,0-100+,yes
Chandigarh,Widowed/Widower,Female,0-100+,no
Chandigarh,Never Married,Female,0-100+,yes
Chandigarh,Married,Male,0-100+,yes
Chandigarh,Never Married,Male,0-100+,yes
Chandigarh,Seperated,Male,0-100+,no
Chandigarh,Widowed/Widower,Male,0-100+,no
Chandigarh,Divorcee,Male,0-100+,no
Chandigarh,Divorcee,Female,0-100+,no
Chandigarh,Widowed/Widower,Female,0-100+,no
Chandigarh,Married,Female,0-100+,yes
Chandigarh,Never Married,Female,0-100+,yes
Chandigarh,Seperated,Female,0-100+,no
Chandigarh,Widowed/Widower,Male,0-100+,no
Chandigarh,Married,Male,0-100+,yes
Chandigarh,Seperated,Male,0-100+,no
Chandigarh,Never Married,Male,0-100+,yes
Chandigarh,Divorcee,Male,0-100+,no
Chandigarh,Widowed/Widower,Female,0-100+,no
Chandigarh,Married,Female,0-100+,yes
Chandigarh,Seperated,Female,0-100+,no
Chandigarh,Never Married,Female,0-100+,yes
Chandigarh,Divorcee,Female,0-100+,no
Chandigarh,Married,Male,0-100+,yes
Chandigarh,Seperated,Male,0-100+,no
Chandigarh,Never Married,Male,0-100+,yes
Chandigarh,Divorcee,Male,0-100+,no
Chandigarh,Widowed/Widower,Male,0-100+,no
Chandigarh,Divorcee,Female,0-100+,no
Chandigarh,Seperated,Female,0-100+,no
Chandigarh,Never Married,Female,0-100+,yes
Chandigarh,Widowed/Widower,Female,0-100+,no
Chandigarh,Married,Female,0-100+,yes
Chandigarh,Widowed/Widower,Male,0-100+,no
Chandigarh,Divorcee,Male,0-100+,no
Chandigarh,Never Married,Male,0-100+,yes
Chandigarh,Married,Male,0-100+,yes
Chandigarh,Seperated,Male,0-100+,no
Chandigarh,Widowed/Widower,Female,0-100+,no
Chandigarh,Married,Female,0-100+,yes
Chandigarh,Never Married,Female,0-100+,yes
Chandigarh,Divorcee,Female,0-100+,yes
Chandigarh,Seperated,Female,0-100+,no
Chandigarh,Never Married,Male,0-100+,yes
Chandigarh,Widowed/Widower,Male,0-100+,no
Chandigarh,Married,Male,0-100+,yes
Chandigarh,Divorcee,Male,0-100+,no
Chandigarh,Seperated,Male,0-100+,no
Chandigarh,Widowed/Widower,Female,0-100+,no
Chandigarh,Seperated,Female,0-100+,no
Chandigarh,Married,Female,0-100+,yes
Chandigarh,Never Married,Female,0-100+,yes
Chandigarh,Divorcee,Female,0-100+,no
Chandigarh,Divorcee,Male,0-100+,no
Chandigarh,Seperated,Male,0-100+,no
Chandigarh,Widowed/Widower,Male,0-100+,no
Chandigarh,Married,Male,0-100+,yes
Chandigarh,Never Married,Male,0-100+,yes
Chandigarh,Never Married,Female,0-100+,yes
Chandigarh,Seperated,Female,0-100+,no
Chandigarh,Widowed/Widower,Female,0-100+,no
Chandigarh,Married,Female,0-100+,yes
Chandigarh,Divorcee,Female,0-100+,no
Chandigarh,Married,Male,0-100+,yes
Chandigarh,Seperated,Male,0-100+,no
Chandigarh,Widowed/Widower,Male,0-100+,no
Chandigarh,Divorcee,Male,0-100+,no
Chandigarh,Never Married,Male,0-100+,yes
Chandigarh,Never Married,Female,0-100+,yes
Chandigarh,Divorcee,Female,0-100+,no
Chandigarh,Widowed/Widower,Female,0-100+,no
Chandigarh,Married,Female,0-100+,yes
Chandigarh,Seperated,Female,0-100+,no
Chandigarh,Never Married,Male,0-100+,yes
Chandigarh,Widowed/Widower,Male,0-100+,no
Chandigarh,Married,Male,0-100+,yes
Chandigarh,Divorcee,Male,0-100+,no
Chandigarh,Seperated,Male,0-100+,no
Chandigarh,Widowed/Widower,Female,0-100+,no
Chandigarh,Seperated,Female,0-100+,no
Chandigarh,Never Married,Female,0-100+,yes
Chandigarh,Married,Female,0-100+,yes
Chandigarh,Divorcee,Female,0-100+,yes
Chandigarh,Seperated,Male,0-100+,no
Chandigarh,Widowed/Widower,Male,0-100+,no
Chandigarh,Never Married,Male,0-100+,yes
Chandigarh,Divorcee,Male,0-100+,no
Chandigarh,Married,Male,0-100+,yes
Chhattisgarh,Divorcee,Female,0-100+,yes
Chhattisgarh,Never Married,Female,0-100+,yes
Chhattisgarh,Seperated,Female,0-100+,yes
Chhattisgarh,Married,Female,0-100+,yes
Chhattisgarh,Widowed/Widower,Female,0-100+,yes
Chhattisgarh,Seperated,Male,0-100+,yes
Chhattisgarh,Never Married,Male,0-100+,yes
Chhattisgarh,Divorcee,Male,0-100+,yes
Chhattisgarh,Widowed/Widower,Male,0-100+,yes
Chhattisgarh,Married,Male,0-100+,yes
Chhattisgarh,Divorcee,Female,0-100+,yes
Chhattisgarh,Married,Female,0-100+,yes
Chhattisgarh,Seperated,Female,0-100+,yes
Chhattisgarh,Never Married,Female,0-100+,yes
Chhattisgarh,Widowed/Widower,Female,0-100+,yes
Chhattisgarh,Widowed/Widower,Male,0-100+,yes
Chhattisgarh,Divorcee,Male,0-100+,yes
Chhattisgarh,Married,Male,0-100+,yes
Chhattisgarh,Never Married,Male,0-100+,yes
Chhattisgarh,Seperated,Male,0-100+,yes
Chhattisgarh,Divorcee,Female,0-100+,yes
Chhattisgarh,Married,Female,0-100+,yes
Chhattisgarh,Widowed/Widower,Female,0-100+,yes
Chhattisgarh,Seperated,Female,0-100+,yes
Chhattisgarh,Never Married,Female,0-100+,yes
Chhattisgarh,Married,Male,0-100+,yes
Chhattisgarh,Seperated,Male,0-100+,yes
Chhattisgarh,Divorcee,Male,0-100+,yes
Chhattisgarh,Widowed/Widower,Male,0-100+,yes
Chhattisgarh,Never Married,Male,0-100+,yes
Chhattisgarh,Divorcee,Female,0-100+,yes
Chhattisgarh,Married,Female,0-100+,yes
Chhattisgarh,Seperated,Female,0-100+,yes
Chhattisgarh,Never Married,Female,0-100+,yes
Chhattisgarh,Widowed/Widower,Female,0-100+,yes
Chhattisgarh,Married,Male,0-100+,yes
Chhattisgarh,Never Married,Male,0-100+,yes
Chhattisgarh,Divorcee,Male,0-100+,yes
Chhattisgarh,Seperated,Male,0-100+,yes
Chhattisgarh,Widowed/Widower,Male,0-100+,yes
Chhattisgarh,Widowed/Widower,Female,0-100+,yes
Chhattisgarh,Seperated,Female,0-100+,yes
Chhattisgarh,Divorcee,Female,0-100+,yes
Chhattisgarh,Married,Female,0-100+,yes
Chhattisgarh,Never Married,Female,0-100+,yes
Chhattisgarh,Never Married,Male,0-100+,yes
Chhattisgarh,Widowed/Widower,Male,0-100+,yes
Chhattisgarh,Divorcee,Male,0-100+,yes
Chhattisgarh,Seperated,Male,0-100+,yes
Chhattisgarh,Married,Male,0-100+,yes
Chhattisgarh,Widowed/Widower,Female,0-100+,yes
Chhattisgarh,Seperated,Female,0-100+,yes
Chhattisgarh,Divorcee,Female,0-100+,no
Chhattisgarh,Never Married,Female,0-100+,yes
Chhattisgarh,Married,Female,0-100+,yes
Chhattisgarh,Divorcee,Male,0-100+,no
Chhattisgarh,Seperated,Male,0-100+,yes
Chhattisgarh,Married,Male,0-100+,yes
Chhattisgarh,Widowed/Widower,Male,0-100+,yes
Chhattisgarh,Never Married,Male,0-100+,yes
Chhattisgarh,Divorcee,Female,0-100+,yes
Chhattisgarh,Married,Female,0-100+,yes
Chhattisgarh,Never Married,Female,0-100+,yes
Chhattisgarh,Seperated,Female,0-100+,yes
Chhattisgarh,Widowed/Widower,Female,0-100+,yes
Chhattisgarh,Widowed/Widower,Male,0-100+,yes
Chhattisgarh,Divorcee,Male,0-100+,yes
Chhattisgarh,Seperated,Male,0-100+,yes
Chhattisgarh,Married,Male,0-100+,yes
Chhattisgarh,Never Married,Male,0-100+,yes
Chhattisgarh,Seperated,Female,0-100+,yes
Chhattisgarh,Married,Female,0-100+,yes
Chhattisgarh,Widowed/Widower,Female,0-100+,yes
Chhattisgarh,Never Married,Female,0-100+,yes
Chhattisgarh,Divorcee,Female,0-100+,yes
Chhattisgarh,Divorcee,Male,0-100+,yes
Chhattisgarh,Married,Male,0-100+,yes
Chhattisgarh,Seperated,Male,0-100+,yes
Chhattisgarh,Widowed/Widower,Male,0-100+,yes
Chhattisgarh,Never Married,Male,0-100+,yes
Chhattisgarh,Divorcee,Female,0-100+,yes
Chhattisgarh,Seperated,Female,0-100+,yes
Chhattisgarh,Never Married,Female,0-100+,yes
Chhattisgarh,Married,Female,0-100+,yes
Chhattisgarh,Widowed/Widower,Female,0-100+,yes
Chhattisgarh,Divorcee,Male,0-100+,yes
Chhattisgarh,Widowed/Widower,Male,0-100+,yes
Chhattisgarh,Seperated,Male,0-100+,yes
Chhattisgarh,Never Married,Male,0-100+,yes
Chhattisgarh,Married,Male,0-100+,yes
Chhattisgarh,Seperated,Female,0-100+,yes
Chhattisgarh,Divorcee,Female,0-100+,yes
Chhattisgarh,Widowed/Widower,Female,0-100+,yes
Chhattisgarh,Never Married,Female,0-100+,yes
Chhattisgarh,Married,Female,0-100+,yes
Chhattisgarh,Divorcee,Male,0-100+,yes
Chhattisgarh,Never Married,Male,0-100+,yes
Chhattisgarh,Married,Male,0-100+,yes
Chhattisgarh,Widowed/Widower,Male,0-100+,yes
Chhattisgarh,Seperated,Male,0-100+,yes
Chhattisgarh,Widowed/Widower,Female,0-100+,yes
Chhattisgarh,Never Married,Female,0-100+,yes
Chhattisgarh,Divorcee,Female,0-100+,yes
Chhattisgarh,Married,Female,0-100+,yes
Chhattisgarh,Seperated,Female,0-100+,yes
Chhattisgarh,Widowed/Widower,Male,0-100+,yes
Chhattisgarh,Married,Male,0-100+,yes
Chhattisgarh,Never Married,Male,0-100+,yes
Chhattisgarh,Seperated,Male,0-100+,yes
Chhattisgarh,Divorcee,Male,0-100+,yes
Chhattisgarh,Widowed/Widower,Female,0-100+,yes
Chhattisgarh,Seperated,Female,0-100+,yes
Chhattisgarh,Never Married,Female,0-100+,yes
Chhattisgarh,Married,Female,0-100+,yes
Chhattisgarh,Divorcee,Female,0-100+,yes
Chhattisgarh,Seperated,Male,0-100+,yes
Chhattisgarh,Never Married,Male,0-100+,yes
Chhattisgarh,Married,Male,0-100+,yes
Chhattisgarh,Divorcee,Male,0-100+,yes
Chhattisgarh,Widowed/Widower,Male,0-100+,yes
D & N Haveli,Widowed/Widower,Female,0-100+,no
D & N Haveli,Divorcee,Female,0-100+,no
D & N Haveli,Seperated,Female,0-100+,no
D & N Haveli,Never Married,Female,0-100+,yes
D & N Haveli,Married,Female,0-100+,yes
D & N Haveli,Never Married,Male,0-100+,yes
D & N Haveli,Married,Male,0-100+,yes
D & N Haveli,Widowed/Widower,Male,0-100+,no
D & N Haveli,Seperated,Male,0-100+,no
D & N Haveli,Divorcee,Male,0-100+,no
D & N Haveli,Widowed/Widower,Female,0-100+,yes
D & N Haveli,Seperated,Female,0-100+,no
D & N Haveli,Divorcee,Female,0-100+,no
D & N Haveli,Married,Female,0-100+,yes
D & N Haveli,Never Married,Female,0-100+,yes
D & N Haveli,Never Married,Male,0-100+,yes
D & N Haveli,Married,Male,0-100+,yes
D & N Haveli,Widowed/Widower,Male,0-100+,no
D & N Haveli,Divorcee,Male,0-100+,no
D & N Haveli,Seperated,Male,0-100+,no
D & N Haveli,Widowed/Widower,Female,0-100+,no
D & N Haveli,Married,Female,0-100+,yes
D & N Haveli,Seperated,Female,0-100+,no
D & N Haveli,Divorcee,Female,0-100+,yes
D & N Haveli,Never Married,Female,0-100+,yes
D & N Haveli,Never Married,Male,0-100+,yes
D & N Haveli,Divorcee,Male,0-100+,no
D & N Haveli,Widowed/Widower,Male,0-100+,yes
D & N Haveli,Seperated,Male,0-100+,yes
D & N Haveli,Married,Male,0-100+,yes
D & N Haveli,Never Married,Female,0-100+,yes
D & N Haveli,Widowed/Widower,Female,0-100+,no
D & N Haveli,Divorcee,Female,0-100+,no
D & N Haveli,Seperated,Female,0-100+,no
D & N Haveli,Married,Female,0-100+,yes
D & N Haveli,Married,Male,0-100+,yes
D & N Haveli,Never Married,Male,0-100+,yes
D & N Haveli,Widowed/Widower,Male,0-100+,no
D & N Haveli,Seperated,Male,0-100+,no
D & N Haveli,Divorcee,Male,0-100+,no
D & N Haveli,Widowed/Widower,Female,0-100+,yes
D & N Haveli,Married,Female,0-100+,yes
D & N Haveli,Divorcee,Female,0-100+,no
D & N Haveli,Never Married,Female,0-100+,yes
D & N Haveli,Seperated,Female,0-100+,no
D & N Haveli,Never Married,Male,0-100+,yes
D & N Haveli,Widowed/Widower,Male,0-100+,no
D & N Haveli,Married,Male,0-100+,yes
D & N Haveli,Divorcee,Male,0-100+,no
D & N Haveli,Seperated,Male,0-100+,no
D & N Haveli,Widowed/Widower,Female,0-100+,no
D & N Haveli,Never Married,Female,0-100+,yes
D & N Haveli,Seperated,Female,0-100+,no
D & N Haveli,Married,Female,0-100+,yes
D & N Haveli,Divorcee,Female,0-100+,no
D & N Haveli,Married,Male,0-100+,yes
D & N Haveli,Widowed/Widower,Male,0-100+,no
D & N Haveli,Seperated,Male,0-100+,yes
D & N Haveli,Divorcee,Male,0-100+,no
D & N Haveli,Never Married,Male,0-100+,yes
D & N Haveli,Widowed/Widower,Female,0-100+,no
D & N Haveli,Seperated,Female,0-100+,no
D & N Haveli,Divorcee,Female,0-100+,no
D & N Haveli,Never Married,Female,0-100+,yes
D & N Haveli,Married,Female,0-100+,yes
D & N Haveli,Never Married,Male,0-100+,yes
D & N Haveli,Married,Male,0-100+,yes
D & N Haveli,Widowed/Widower,Male,0-100+,no
D & N Haveli,Seperated,Male,0-100+,yes
D & N Haveli,Divorcee,Male,0-100+,no
D & N Haveli,Widowed/Widower,Female,0-100+,no
D & N Haveli,Married,Female,0-100+,yes
D & N Haveli,Divorcee,Female,0-100+,no
D & N Haveli,Seperated,Female,0-100+,no
D & N Haveli,Never Married,Female,0-100+,yes
D & N Haveli,Never Married,Male,0-100+,yes
D & N Haveli,Married,Male,0-100+,yes
D & N Haveli,Widowed/Widower,Male,0-100+,no
D & N Haveli,Divorcee,Male,0-100+,no
D & N Haveli,Seperated,Male,0-100+,no
D & N Haveli,Widowed/Widower,Female,0-100+,yes
D & N Haveli,Married,Female,0-100+,yes
D & N Haveli,Divorcee,Female,0-100+,yes
D & N Haveli,Never Married,Female,0-100+,yes
D & N Haveli,Seperated,Female,0-100+,no
D & N Haveli,Never Married,Male,0-100+,yes
D & N Haveli,Married,Male,0-100+,yes
D & N Haveli,Seperated,Male,0-100+,no
D & N Haveli,Widowed/Widower,Male,0-100+,yes
D & N Haveli,Divorcee,Male,0-100+,no
D & N Haveli,Married,Female,0-100+,yes
D & N Haveli,Never Married,Female,0-100+,yes
D & N Haveli,Seperated,Female,0-100+,no
D & N Haveli,Widowed/Widower,Female,0-100+,no
D & N Haveli,Divorcee,Female,0-100+,yes
D & N Haveli,Never Married,Male,0-100+,yes
D & N Haveli,Married,Male,0-100+,yes
D & N Haveli,Widowed/Widower,Male,0-100+,yes
D & N Haveli,Divorcee,Male,0-100+,no
D & N Haveli,Seperated,Male,0-100+,no
D & N Haveli,Never Married,Female,0-100+,yes
D & N Haveli,Seperated,Female,0-100+,yes
D & N Haveli,Married,Female,0-100+,yes
D & N Haveli,Widowed/Widower,Female,0-100+,yes
D & N Haveli,Divorcee,Female,0-100+,no
D & N Haveli,Married,Male,0-100+,yes
D & N Haveli,Widowed/Widower,Male,0-100+,no
D & N Haveli,Divorcee,Male,0-100+,no
D & N Haveli,Seperated,Male,0-100+,no
D & N Haveli,Never Married,Male,0-100+,yes
D & N Haveli,Widowed/Widower,Female,0-100+,no
D & N Haveli,Divorcee,Female,0-100+,no
D & N Haveli,Married,Female,0-100+,yes
D & N Haveli,Seperated,Female,0-100+,no
D & N Haveli,Never Married,Female,0-100+,yes
D & N Haveli,Never Married,Male,0-100+,yes
D & N Haveli,Married,Male,0-100+,yes
D & N Haveli,Widowed/Widower,Male,0-100+,no
D & N Haveli,Divorcee,Male,0-100+,yes
D & N Haveli,Seperated,Male,0-100+,yes
Daman & Diu,Never Married,Female,0-100+,yes
Daman & Diu,Widowed/Widower,Female,0-100+,no
Daman & Diu,Married,Female,0-100+,yes
Daman & Diu,Divorcee,Female,0-100+,no
Daman & Diu,Seperated,Female,0-100+,no
Daman & Diu,Divorcee,Male,0-100+,no
Daman & Diu,Widowed/Widower,Male,0-100+,no
Daman & Diu,Married,Male,0-100+,yes
Daman & Diu,Seperated,Male,0-100+,no
Daman & Diu,Never Married,Male,0-100+,yes
Daman & Diu,Never Married,Female,0-100+,no
Daman & Diu,Seperated,Female,0-100+,no
Daman & Diu,Married,Female,0-100+,yes
Daman & Diu,Divorcee,Female,0-100+,no
Daman & Diu,Widowed/Widower,Female,0-100+,no
Daman & Diu,Married,Male,0-100+,yes
Daman & Diu,Widowed/Widower,Male,0-100+,no
Daman & Diu,Never Married,Male,0-100+,yes
Daman & Diu,Divorcee,Male,0-100+,no
Daman & Diu,Seperated,Male,0-100+,no
Daman & Diu,Divorcee,Female,0-100+,no
Daman & Diu,Seperated,Female,0-100+,no
Daman & Diu,Married,Female,0-100+,yes
Daman & Diu,Never Married,Female,0-100+,yes
Daman & Diu,Widowed/Widower,Female,0-100+,no
Daman & Diu,Widowed/Widower,Male,0-100+,yes
Daman & Diu,Seperated,Male,0-100+,no
Daman & Diu,Divorcee,Male,0-100+,no
Daman & Diu,Never Married,Male,0-100+,yes
Daman & Diu,Married,Male,0-100+,yes
Daman & Diu,Married,Female,0-100+,yes
Daman & Diu,Divorcee,Female,0-100+,no
Daman & Diu,Never Married,Female,0-100+,yes
Daman & Diu,Widowed/Widower,Female,0-100+,no
Daman & Diu,Seperated,Female,0-100+,no
Daman & Diu,Never Married,Male,0-100+,yes
Daman & Diu,Seperated,Male,0-100+,no
Daman & Diu,Divorcee,Male,0-100+,no
Daman & Diu,Married,Male,0-100+,yes
Daman & Diu,Widowed/Widower,Male,0-100+,no
Daman & Diu,Married,Female,0-100+,yes
Daman & Diu,Seperated,Female,0-100+,no
Daman & Diu,Never Married,Female,0-100+,yes
Daman & Diu,Divorcee,Female,0-100+,no
Daman & Diu,Widowed/Widower,Female,0-100+,no
Daman & Diu,Widowed/Widower,Male,0-100+,no
Daman & Diu,Seperated,Male,0-100+,yes
Daman & Diu,Divorcee,Male,0-100+,no
Daman & Diu,Married,Male,0-100+,yes
Daman & Diu,Never Married,Male,0-100+,yes
Daman & Diu,Divorcee,Female,0-100+,no
Daman & Diu,Seperated,Female,0-100+,no
Daman & Diu,Married,Female,0-100+,yes
Daman & Diu,Never Married,Female,0-100+,yes
Daman & Diu,Widowed/Widower,Female,0-100+,no
Daman & Diu,Divorcee,Male,0-100+,no
Daman & Diu,Married,Male,0-100+,yes
Daman & Diu,Widowed/Widower,Male,0-100+,yes
Daman & Diu,Seperated,Male,0-100+,no
Daman & Diu,Never Married,Male,0-100+,yes
Daman & Diu,Married,Female,0-100+,yes
Daman & Diu,Seperated,Female,0-100+,no
Daman & Diu,Widowed/Widower,Female,0-100+,no
Daman & Diu,Never Married,Female,0-100+,yes
Daman & Diu,Divorcee,Female,0-100+,no
Daman & Diu,Married,Male,0-100+,yes
Daman & Diu,Divorcee,Male,0-100+,no
Daman & Diu,Widowed/Widower,Male,0-100+,no
Daman & Diu,Seperated,Male,0-100+,no
Daman & Diu,Never Married,Male,0-100+,yes
Daman & Diu,Seperated,Female,0-100+,no
Daman & Diu,Widowed/Widower,Female,0-100+,yes
Daman & Diu,Never Married,Female,0-100+,yes
Daman & Diu,Divorcee,Female,0-100+,no
Daman & Diu,Married,Female,0-100+,yes
Daman & Diu,Married,Male,0-100+,yes
Daman & Diu,Widowed/Widower,Male,0-100+,no
Daman & Diu,Divorcee,Male,0-100+,yes
Daman & Diu,Never Married,Male,0-100+,yes
Daman & Diu,Seperated,Male,0-100+,no
Daman & Diu,Divorcee,Female,0-100+,no
Daman & Diu,Seperated,Female,0-100+,no
Daman & Diu,Married,Female,0-100+,yes
Daman & Diu,Widowed/Widower,Female,0-100+,no
Daman & Diu,Never Married,Female,0-100+,yes
Daman & Diu,Divorcee,Male,0-100+,no
Daman & Diu,Seperated,Male,0-100+,no
Daman & Diu,Widowed/Widower,Male,0-100+,yes
Daman & Diu,Never Married,Male,0-100+,yes
Daman & Diu,Married,Male,0-100+,yes
Daman & Diu,Never Married,Female,0-100+,yes
Daman & Diu,Married,Female,0-100+,yes
Daman & Diu,Seperated,Female,0-100+,no
Daman & Diu,Widowed/Widower,Female,0-100+,no
Daman & Diu,Divorcee,Female,0-100+,no
Daman & Diu,Divorcee,Male,0-100+,no
Daman & Diu,Widowed/Widower,Male,0-100+,no
Daman & Diu,Seperated,Male,0-100+,no
Daman & Diu,Never Married,Male,0-100+,yes
Daman & Diu,Married,Male,0-100+,yes
Daman & Diu,Seperated,Female,0-100+,no
Daman & Diu,Married,Female,0-100+,yes
Daman & Diu,Never Married,Female,0-100+,yes
Daman & Diu,Divorcee,Female,0-100+,no
Daman & Diu,Widowed/Widower,Female,0-100+,no
Daman & Diu,Widowed/Widower,Male,0-100+,no
Daman & Diu,Seperated,Male,0-100+,yes
Daman & Diu,Divorcee,Male,0-100+,no
Daman & Diu,Never Married,Male,0-100+,yes
Daman & Diu,Married,Male,0-100+,yes
Daman & Diu,Married,Female,0-100+,yes
Daman & Diu,Divorcee,Female,0-100+,no
Daman & Diu,Never Married,Female,0-100+,yes
Daman & Diu,Widowed/Widower,Female,0-100+,no
Daman & Diu,Seperated,Female,0-100+,no
Daman & Diu,Divorcee,Male,0-100+,no
Daman & Diu,Seperated,Male,0-100+,yes
Daman & Diu,Never Married,Male,0-100+,yes
Daman & Diu,Widowed/Widower,Male,0-100+,no
Daman & Diu,Married,Male,0-100+,yes
Delhi (Ut),Never Married,Female,0-100+,yes
Delhi (Ut),Widowed/Widower,Female,0-100+,yes
Delhi (Ut),Divorcee,Female,0-100+,yes
Delhi (Ut),Married,Female,0-100+,yes
Delhi (Ut),Seperated,Female,0-100+,yes
Delhi (Ut),Widowed/Widower,Male,0-100+,yes
Delhi (Ut),Seperated,Male,0-100+,yes
Delhi (Ut),Married,Male,0-100+,yes
Delhi (Ut),Never Married,Male,0-100+,yes
Delhi (Ut),Divorcee,Male,0-100+,no
Delhi (Ut),Divorcee,Female,0-100+,yes
Delhi (Ut),Married,Female,0-100+,yes
Delhi (Ut),Never Married,Female,0-100+,yes
Delhi (Ut),Widowed/Widower,Female,0-100+,yes
Delhi (Ut),Seperated,Female,0-100+,yes
Delhi (Ut),Divorcee,Male,0-100+,no
Delhi (Ut),Never Married,Male,0-100+,yes
Delhi (Ut),Married,Male,0-100+,yes
Delhi (Ut),Seperated,Male,0-100+,yes
Delhi (Ut),Widowed/Widower,Male,0-100+,yes
Delhi (Ut),Widowed/Widower,Female,0-100+,yes
Delhi (Ut),Married,Female,0-100+,yes
Delhi (Ut),Never Married,Female,0-100+,yes
Delhi (Ut),Seperated,Female,0-100+,yes
Delhi (Ut),Divorcee,Female,0-100+,yes
Delhi (Ut),Seperated,Male,0-100+,yes
Delhi (Ut),Widowed/Widower,Male,0-100+,yes
Delhi (Ut),Married,Male,0-100+,yes
Delhi (Ut),Divorcee,Male,0-100+,no
Delhi (Ut),Never Married,Male,0-100+,yes
Delhi (Ut),Divorcee,Female,0-100+,yes
Delhi (Ut),Never Married,Female,0-100+,yes
Delhi (Ut),Widowed/Widower,Female,0-100+,yes
Delhi (Ut),Married,Female,0-100+,yes
Delhi (Ut),Seperated,Female,0-100+,yes
Delhi (Ut),Divorcee,Male,0-100+,yes
Delhi (Ut),Never Married,Male,0-100+,yes
Delhi (Ut),Married,Male,0-100+,yes
Delhi (Ut),Seperated,Male,0-100+,yes
Delhi (Ut),Widowed/Widower,Male,0-100+,yes
Delhi (Ut),Divorcee,Female,0-100+,no
Delhi (Ut),Never Married,Female,0-100+,yes
Delhi (Ut),Widowed/Widower,Female,0-100+,yes
Delhi (Ut),Married,Female,0-100+,yes
Delhi (Ut),Seperated,Female,0-100+,yes
Delhi (Ut),Divorcee,Male,0-100+,no
Delhi (Ut),Married,Male,0-100+,yes
Delhi (Ut),Seperated,Male,0-100+,yes
Delhi (Ut),Never Married,Male,0-100+,yes
Delhi (Ut),Widowed/Widower,Male,0-100+,yes
Delhi (Ut),Widowed/Widower,Female,0-100+,yes
Delhi (Ut),Never Married,Female,0-100+,yes
Delhi (Ut),Divorcee,Female,0-100+,yes
Delhi (Ut),Seperated,Female,0-100+,yes
Delhi (Ut),Married,Female,0-100+,yes
Delhi (Ut),Divorcee,Male,0-100+,no
Delhi (Ut),Widowed/Widower,Male,0-100+,yes
Delhi (Ut),Married,Male,0-100+,yes
Delhi (Ut),Never Married,Male,0-100+,yes
Delhi (Ut),Seperated,Male,0-100+,yes
Delhi (Ut),Divorcee,Female,0-100+,yes
Delhi (Ut),Never Married,Female,0-100+,yes
Delhi (Ut),Widowed/Widower,Female,0-100+,yes
Delhi (Ut),Seperated,Female,0-100+,yes
Delhi (Ut),Married,Female,0-100+,yes
Delhi (Ut),Divorcee,Male,0-100+,yes
Delhi (Ut),Seperated,Male,0-100+,yes
Delhi (Ut),Widowed/Widower,Male,0-100+,yes
Delhi (Ut),Never Married,Male,0-100+,yes
Delhi (Ut),Married,Male,0-100+,yes
Delhi (Ut),Divorcee,Female,0-100+,yes
Delhi (Ut),Widowed/Widower,Female,0-100+,yes
Delhi (Ut),Married,Female,0-100+,yes
Delhi (Ut),Never Married,Female,0-100+,yes
Delhi (Ut),Seperated,Female,0-100+,yes
Delhi (Ut),Widowed/Widower,Male,0-100+,yes
Delhi (Ut),Divorcee,Male,0-100+,yes
Delhi (Ut),Seperated,Male,0-100+,yes
Delhi (Ut),Married,Male,0-100+,yes
Delhi (Ut),Never Married,Male,0-100+,yes
